stream,head,capacity,class,threshold,n_seeds,bout_precision_mean,bout_precision_sd,bout_recall_mean,bout_recall_sd,bout_f1_mean,bout_f1_sd,tp_mean,fp_mean,fn_mean
no_group_visual,attention,256,mount,0.1,3,0.8530954706164265,0.02577484207047487,0.798076923076923,0.012719958226272051,0.8245904784453922,0.01717554132557028,166.0,28.666666666666668,42.0
no_group_visual,attention,256,mount,0.25,3,0.8394237220700069,0.026171245912107118,0.7852564102564102,0.01110288979210826,0.8113592989367948,0.01691624100234802,163.33333333333334,31.333333333333332,44.666666666666664
no_group_visual,attention,256,mount,0.5,3,0.7708536563310998,0.02648481843263284,0.7211538461538461,0.017334381132038376,0.745104687541552,0.020156694176851182,150.0,44.666666666666664,58.0
no_group_visual,attention,512,attack,0.1,3,0.747365212144972,0.08428739152601593,0.6123595505617977,0.01123595505617972,0.6720125759722415,0.0402392203639346,218.0,76.0,138.0
no_group_visual,attention,512,attack,0.25,3,0.6656072358656996,0.08239735931631831,0.5449438202247191,0.014863771410475233,0.5982450534836172,0.042418210450678326,194.0,100.0,162.0
no_group_visual,attention,512,attack,0.5,3,0.39164212198431353,0.05573694541959384,0.3202247191011236,0.01459593377164785,0.3517584849975406,0.031590559957139434,114.0,180.0,242.0
no_group_visual,attention,512,investigation,0.1,3,0.8085839859915271,0.004821179399947504,0.5039763690070439,0.019114952768050992,0.6208035006954903,0.015141399059482788,739.3333333333334,175.0,727.6666666666666
no_group_visual,attention,512,investigation,0.25,3,0.7298817682715343,0.012919488532496602,0.45489661440581686,0.017936078956478876,0.5603589303180514,0.015589864368010443,667.3333333333334,247.0,799.6666666666666
no_group_visual,attention,512,investigation,0.5,3,0.5091248299153437,0.012105779758613428,0.31720063621904115,0.008896510770484832,0.39079109426136033,0.007693200358796216,465.3333333333333,449.0,1001.6666666666666
no_group_visual,attention,512,mount,0.1,3,0.8716483964333972,0.01698914565926461,0.8044871794871794,0.010008009612817986,0.8366954234483052,0.012229441910626065,167.33333333333334,24.666666666666668,40.666666666666664
no_group_visual,attention,512,mount,0.25,3,0.8560125021585413,0.019851865872501446,0.7900641025641025,0.014687742612037957,0.8216908489248241,0.016194393940723445,164.33333333333334,27.666666666666668,43.666666666666664
no_group_visual,attention,512,mount,0.5,3,0.7935410884060351,0.02444397439945197,0.7323717948717948,0.018201629313462416,0.7617058439572627,0.02052943633821523,152.33333333333334,39.666666666666664,55.666666666666664
no_group_visual,attention,896,attack,0.1,3,0.7462251740707323,0.05407346834602956,0.6067415730337079,0.007431885705237648,0.6688834861507753,0.026592955609653968,216.0,74.33333333333333,140.0
no_group_visual,attention,896,attack,0.25,3,0.6680342034036296,0.0515635389205371,0.5430711610486891,0.009864844337877089,0.5987389531394847,0.026759957618511444,193.33333333333334,97.0,162.66666666666666
no_group_visual,attention,896,attack,0.5,3,0.40665367465748653,0.03561621052817392,0.3305243445692884,0.01327476299509159,0.3644381000208126,0.021648115526913356,117.66666666666667,172.66666666666666,238.33333333333334
no_group_visual,attention,896,investigation,0.1,3,0.8062104733700378,0.008568578872541583,0.4930697568734379,0.013791402777090251,0.611798108890831,0.01009761596555123,723.3333333333334,174.0,743.6666666666666
no_group_visual,attention,896,investigation,0.25,3,0.7263718843030578,0.009609751914773689,0.44421722335832764,0.011614976522728544,0.551193512111979,0.008444255266331153,651.6666666666666,245.66666666666666,815.3333333333334
no_group_visual,attention,896,investigation,0.5,3,0.503984703292406,0.012309507560815022,0.30811179277436945,0.0031237734798608315,0.3823590350970463,0.001816174494029075,452.0,445.3333333333333,1015.0
no_group_visual,attention,896,mount,0.1,3,0.8568384879725085,0.007415219140384106,0.8157051282051282,0.02001601922563592,0.8357233440639936,0.013745087896078489,169.66666666666666,28.333333333333332,38.333333333333336
no_group_visual,attention,896,mount,0.25,3,0.8417353951890035,0.002829109674614458,0.8012820512820512,0.015454568527232324,0.8209686859818554,0.009019916919603877,166.66666666666666,31.333333333333332,41.333333333333336
no_group_visual,attention,896,mount,0.5,3,0.7591408934707905,0.011313151106649313,0.7227564102564102,0.022720267433906805,0.7404643449419569,0.01722833049627556,150.33333333333334,47.666666666666664,57.666666666666664
no_group_visual,lstm,256,attack,0.1,3,0.8002999457405044,0.06613625934218133,0.6217228464419476,0.011694752805989491,0.699196005153607,0.03092958543236961,221.33333333333334,56.333333333333336,134.66666666666666
no_group_visual,lstm,256,attack,0.25,3,0.7414398835784716,0.06737357105644082,0.5758426966292135,0.017542129208984264,0.6476740681190579,0.03488453997515079,205.0,72.66666666666667,151.0
no_group_visual,lstm,256,attack,0.5,3,0.46630867297178913,0.06480596194004981,0.3614232209737828,0.027712825069192402,0.40687521718537073,0.0418843743842331,128.66666666666666,149.0,227.33333333333334
no_group_visual,lstm,256,investigation,0.1,3,0.7923858086208179,0.012854309324869027,0.5073846852987957,0.014814745114931126,0.6185882295414807,0.013794716039197269,744.3333333333334,195.0,722.6666666666666
no_group_visual,lstm,256,investigation,0.25,3,0.7118161312159231,0.008335034212329923,0.455805498750284,0.012957580031250386,0.5556988224242684,0.01139108811265443,668.6666666666666,270.6666666666667,798.3333333333334
